Name;Size;Type;Alignment;CR;XP;Arctic;Coastal;Desert;Forest;Grassland;Hill;Mountain;Swamp;Underdark;Underwater;Urban;Other Plane;source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Boreal Dragon;Gargantuan;Dragon;Chaotic Neutral; 1/8;25    ;x;;;;;;;;;;;;Tome of Beasts 2 110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Brass Dragon;Gargantuan;Dragon;Chaotic Good; 1/8;25    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Bronze Dragon;Gargantuan;Dragon;Lawful Good; 1/8;25    ;;x;;;;;;;;;;;Monster Manual 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Chronomancer;Medium;Humanoid;Neutral; 1/8;25    ;;;;;;;;;;;x;x;Monster a Day Compendium 2.0 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Copper Dragon;Gargantuan;Dragon;Chaotic Good; 1/8;25    ;;;;;;;;;;;;;Monster Manual 110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Crystal Dragon;Gargantuan;Dragon;Chaotic Neutral; 1/8;25    ;x;;;;;;;;;;;;Fizban's Treasury of Dragons 170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Deep Crow;Huge;Monstrosity;Unaligned; 1/8;25    ;;;;;;;;;;;;;Acquisitions Incorporated 211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Deep Dragon;Gargantuan;Dragon;Neutral Evil; 1/8;25    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Dragon Turtle;Gargantuan;Dragon;Neutral; 1/8;25    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Emerald Dragon;Gargantuan;Dragon;Lawful Neutral; 1/8;25    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Flame Dragon;Gargantuan;Dragon;Chaotic Evil; 1/8;25    ;;;;;;;;;;;;;Tome of Beasts 128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Gold Dragon;Gargantuan;Dragon;Lawful Good; 1/8;25    ;;;;;;;;;;;;;Monster Manual 113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Green Dragon;Gargantuan;Dragon;Lawful Neutral; 1/8;25    ;;;;;;;;;;;;;Monster Manual 93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Imperial Dragon;Gargantuan;Dragon;Neutral; 1/8;25    ;;x;;;;;;;;;;;Tome of Beasts 2 115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Light Dragon;Gargantuan;Dragon;Neutral Good; 1/8;25    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Mandriano;Huge;Plant;Lawful Evil; 1/8;25    ;;;;;;;;;;;;;Creature Codex 261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Mithral Dragon;Gargantuan;Dragon;Neutral; 1/8;25    ;;;;;;;;;;;;;Tome of Beasts 132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Moonstone Dragon;Gargantuan;Dragon;Neutral; 1/8;25    ;;;;;;;;;;;;x;Fizban's Treasury of Dragons 211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Red Dragon;Gargantuan;Dragon;Chaotic Evil; 1/8;25    ;;;;;;;;;;;;;Monster Manual 97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Sapphire Dragon;Gargantuan;Dragon;Lawful Neutral; 1/8;25    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Sea Dragon;Gargantuan;Dragon;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Sea Serpent;Gargantuan;Dragon;Neutral; 1/4;50    ;;;;;;;;;;;;;Fizban's Treasury of Dragons 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Silver Dragon;Gargantuan;Dragon;Lawful Good; 1/4;50    ;;;;;;;;;;;x;;Monster Manual 116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Titan;Gargantuan;Celestial;Neutral Good; 1/4;50    ;;x;;;;;;;;;;;Tome of Beasts 380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Topaz Dragon;Gargantuan;Dragon;Chaotic Neutral; 1/4;50    ;;x;;;;;;;;;;;Fizban's Treasury of Dragons 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Void Dragon;Gargantuan;Dragon;Chaotic Neutral; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Wasteland Dragon;Gargantuan;Dragon;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Creature Codex 120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient White Dragon;Gargantuan;Dragon;Chaotic Evil; 1/4;50    ;x;;;;;;;;;;;;Monster Manual 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ancient Wind Dragon;Gargantuan;Dragon;Chaotic Neutral; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andras;Medium;Humanoid;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Infernal Machine Rebuild 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andrenjinyi;Gargantuan;Celestial;Neutral; 1/4;50    ;;x;;;;;;;;;;;Tome of Beasts 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Androsphinx;Large;Monstrosity;Lawful Neutral; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Monster Manual 281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angatra;Medium;Undead;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Tome of Beasts 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angel of Judgement;Huge;Celestial;Neutral; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 2 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angelic Enforcer;Large;Celestial;Lawful Good; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 2 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angler Worm;Huge;Monstrosity;Unaligned; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angry Sorrowsworn;Medium;Monstrosity;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Armor;Medium;Construct;Unaligned; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;;Monster Manual 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Bearskin Rug;Large;Construct;Unaligned; 1/4;50    ;;;;;;;;;;;x;;Tome of Beasts 2 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Breath;Large;Elemental;Neutral Evil; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;;;Fizban's Treasury of Dragons 163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Broom;Small;Construct;Not Provided; 1/4;50    ;;;;;;;;;;;x;;Candlekeep Mysteries 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Chained Library;Large;Construct;Not Provided; 1/4;50    ;;;;;;;;;;;x;;Candlekeep Mysteries 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animated Table;Large;Construct;Unaligned; 1/4;50    ;;;;;;;;;;;x;;Tales from the Yawning Portal 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aniwye;Large;Monstrosity;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 2 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ankheg;Large;Monstrosity;Unaligned; 1/4;50    ;;;;;;;;;;;;;Monster Manual 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ankou Soul Herald;Gargantuan;Dragon;Neutral; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ankou Soul Seeker;Large;Dragon;Neutral; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ankylosaurus;Huge;Beast;Unaligned; 1/4;50    ;;;;;;;;;;;;;Monster Manual 79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ankylosaurus Zombie;Huge;Undead;Unaligned; 1/4;50    ;;;;;;;;;;;;;Tomb of Annihilation 240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Annis Hag;Large;Fey;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Annis Hag;Large;Fey;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Volo's Guide to Monsters 159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anophiloi;Small;Monstrosity;Neutral; 1/4;50    ;;;;;;;;;;;;;Creature Codex 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ant Lion;Large;Beast;Unaligned; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Fifth Edition Foes 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anubian;Medium;Elemental;Chaotic Evil; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anvilwrought Raptor;Tiny;Construct;Unaligned; 1/4;50    ;;;;;;;;;;;x;;Mythic Odysseys of Theros 209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anzu;Large;Monstrosity;Neutral; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 2 26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apau Perape;Large;Fiend;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apaxrusl;Medium;Construct;Neutral; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 2 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ape;Medium;Beast;Unaligned; 1/4;50    ;;;;;;;;;;;;;Monster Manual 317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aphemia;Medium;Monstrosity;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Mythic Odysseys of Theros 226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apprentice Wizard;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apprentice Wizard;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;x;;Volo's Guide to Monsters 209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arachnid Queen;Huge;Beast;Unaligned; 1/4;50    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arachnocrat;Medium;Fiend;Lawful Evil; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 2 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aranea;Large;Monstrosity;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Fifth Edition Foes 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arasta;Huge;Monstrosity;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Mythic Odysseys of Theros 248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arbeyach;Large;Fiend;Lawful Neutral; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arborcyte;Large;Plant;Chaotic Neutral; 1/4;50    ;;;;;;;;;;;;;Creature Codex 40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arboreal Grappler;Medium;Aberration;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcamag;Tiny;Monstrosity;Neutral; 1/4;50    ;;;;;;;;;;;x;;Creature Codex 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanaloth;Medium;Fiend;Neutral Evil; 1/4;50    ;;;;;;;;;;;;x;Monster Manual 313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanamite;Small;Monstrosity;Unaligned; 1/4;50    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanaphage;Medium;Monstrosity;Unaligned; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcane Guardian;Medium;Undead;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Tome of Beasts 358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arcanoplasm;Large;Monstrosity;Neutral; 1/4;50    ;;;;;;;;;;;;;Fifth Edition Foes 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archaeopteryx;Tiny;Beast;Unaligned; 1/4;50    ;;x;;;;;;;;;;;Creature Codex 108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archaic;Gargantuan;Celestial;Neutral; 1/4;50    ;;;;;;;;;;;;;Strixhaven: A Cirriculum of Chaos 184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archdruid;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archdruid;Medium;Humanoid;Any; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;;;Volo's Guide to Monsters 210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archduke Zariel of Avernus;Large;Fiend;Lawful Evil; 1/4;50    ;;;;;;;;;;;;x;Baldur's Gate: Descent into Avernus 243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archer;Medium;Humanoid;Unaligned; 1/4;50    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archer;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archer;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;x;;Volo's Guide to Monsters 210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archlich;Medium;Undead;Neutral Evil; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;x;Dark Arts Player's Companion 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archmage;Medium;Humanoid;Any; 1/4;50    ;;;;;;;;;;;x;;Monster Manual 342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archon of Falling Stars;Medium;Celestial;Lawful Good; 1/4;50    ;;;;;;;;;;;;;Mythic Odysseys of Theros 212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archon of Redemption;Large;Celestial;Lawful Neutral; 1/4;50    ;;;;;;;;;;;;x;Planeshift: Zendikar 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Archon of the Triumvirate;Medium;Celestial;Lawful Neutral; 1/4;50    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arclight Phoenix;Medium;Elemental;Chaotic Neutral; 1/4;50    ;;;;;;;;;;;x;x;Guildmaster's Guide to Ravnica 193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aribeth de Tylmarande;Medium;Undead;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aridni;Small;Fey;Neutral Evil; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armanite;Large;Fiend;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armanite;Medium;Fiend;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;x;Mordenkainen's Tome of Foes 131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armed Skeleton;Medium;Undead;Lawful Neutral; 1/4;50    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armor Sliver;Large;Monstrosity;Neutral Evil; 1/4;50    ;;x;;;;;;;;;;;Monster a Day Compendium 2.0 185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Armory Golem;Large;Construct;Unaligned; 1/4;50    ;;;;;;;;;;;x;;Creature Codex 194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrant Quill;Medium;Humanoid;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Candlekeep Mysteries 156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Art Elemental Mascot;Small;Elemental;Neutral; 1/4;50    ;;;;;;;;;;;x;;Strixhaven: A Cirriculum of Chaos 185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artificer of Yothri;Medium;Aberration;Chaotic Evil; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artus Cimber;Medium;Humanoid;Neutral Good; 1/4;50    ;;;;;;;;;;;;;Tomb of Annihilation 212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asanbosam;Large;Aberration;Chaotic Evil; 1/4;50    ;;x;;;;;;;;;;;Tome of Beasts 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ascomoid;Large;Plant;Unaligned; 1/4;50    ;;;;;;;;;;;;;Fifth Edition Foes 16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ash Drake;Small;Dragon;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Tome of Beasts 149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ash Phoenix;Large;Undead;Neutral Evil; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashari Firetamer;Medium;Humanoid;Neutral Good; 1/4;50    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashari Skydancer;Medium;Humanoid;Chaotic Neutral; 1/4;50    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashari Stoneguard;Medium;Humanoid;Lawful Neutral; 1/4;50    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashari Waverider;Medium;Humanoid;Neutral Good; 1/4;50    ;;x;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashen Custodian;Medium;Fey;Neutral; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 2 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ashen Rider;Medium;Celestial;Lawful Evil; 1/4;50    ;;;;;;;;;;;;x;Mythic Odysseys of Theros 213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aspect of Bahamut;Gargantuan;Dragon;Lawful Good; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;;Fizban's Treasury of Dragons 164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aspect of Tiamat;Gargantuan;Dragon;Chaotic Evil; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;;;Fizban's Treasury of Dragons 166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assassin;Medium;Humanoid;Any Non-Good; 1/4;50    ;;;;;;;;;;;x;;Monster Manual 343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assassin Bug;Medium;Beast;Unaligned; 1/4;50    ;;;;;;;;;;;;;Fifth Edition Foes 170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assassin Bug;Medium;Monstrosity;Neutral; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;;;Mordenkainen's Fiendish Folio vol. 1 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Assassin Vine;Large;Plant;Unaligned; 1/4;50    ;;;;;;;;;;;;;Tomb of Annihilation 213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Devourer;Medium;Aberration;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;x;Tome of Beasts 2 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Dreadnought;Gargantuan;Monstrosity;Unaligned; 1/4;50    ;;;;;;;;;;;;x;Mordenkainen Presents: Monsters of the Multiverse 51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Dreadnought;Gargantuan;Monstrosity;Unaligned; 1/4;50    ;;;;;;;;;;;;x;Mordenkainen's Tome of Foes 117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Moth;Large;Monstrosity;Any Neutral; 1/4;50    ;x;x;x;x;x;x;x;x;x;x;x;;Fifth Edition Foes 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Shark;Large;Fiend;Neutral; 1/4;50    ;;;;;;;;;;;;x;Fifth Edition Foes 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astral Snapper;Medium;Aberration;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Creature Codex 43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astri;Small;Celestial;Chaotic Good; 1/4;50    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 2 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astropal;Huge;Undead;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;x;Tomb of Annihilation 214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Atterroppe;Tiny;Fey;Chaotic Evil; 1/4;50    ;;;;;;;;;;;;;Tome of Beasts 2 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
August Rooster;Medium;Monstrosity;Neutral Evil; 1/4;50    ;;;;;;;;;;;x;;Tome of Beasts 2 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aurelia;Medium;Celestial;Lawful Good; 1/4;50    ;;;;;;;;;;;x;x;Guildmaster's Guide to Ravnica 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auril (First Form);Medium;Monstrosity;Neutral Evil; 1/4;50    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auril (Second Form);Large;Elemental;Neutral Evil; 1/4;50    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auril (Third Form);Small;Elemental;Neutral Evil; 1/4;50    ;x;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aurochs;Large;Beast;Unaligned; 1/4;50    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
